Year,Stream,Subject_1,Grade_1,Subject_2,Grade_2,Subject_3,Grade_3,Z_Score,Island_Rank,District,Gen_Test,Sinhala/Tamil,English,Maths,Science,q1_science_tech,q2_healthcare,q3_design,q4_data,q5_business,q6_arts_culture,q7_nature_env,q8_hands_on,q9_innovation,q10_people_social,q11_urban_corporate,q12_flexible_path,Course,University,Uni Code,aptitude_required,University Selected
2023,Technology,Engineering Technology,A,ICT,S,Science for Technology,F,2.838,9672,Monaragala,59,F,S,A,B,3,3,2,1,2,4,4,1,2,4,3,3,MEDICINE,UNIVERSITY OF COLOMBO,001A,No,Yes
2023,Technology,Engineering Technology,A,ICT,B,Science for Technology,S,0.756,8142,Kandy,69,F,S,B,B,4,4,4,4,5,3,1,4,2,1,5,1,MUSIC,UNIVERSITY OF THE VISUAL & PERFORMING ARTS,068Z,Yes,Yes
2023,Physical Science,Combined Mathematics,B,Physics,C,Chemistry,S,0.836,1315,Polonnaruwa,74,B,F,A,F,3,4,4,5,3,3,3,1,3,5,5,2,ARTS,UNIVERSITY OF PERADENIYA,019B,No,Yes
2023,Arts,Economics,C,Political Science,B,History of Modern World,C,2.323,14588,Monaragala,56,S,B,C,A,1,5,3,4,2,5,5,3,2,1,5,5,MUSIC,UNIVERSITY OF THE VISUAL & PERFORMING ARTS,068Z,Yes,Yes
2023,Commerce,Accounting,C,Business Studies,S,Business Statistics,A,-0.87,17792,Anuradhapura,53,B,C,S,F,1,1,3,3,5,3,1,1,1,4,3,5,,,,No,No
2023,Physical Science,Combined Mathematics,C,Physics,F,Chemistry,F,3.166,17574,Ratnapura,64,B,C,C,C,5,2,4,5,2,1,3,5,5,2,3,4,ENGINEERING TECHNOLOGY (ET),UNIVERSITY OF RUHUNA,102F,No,Yes
2023,Physical Science,Combined Mathematics,A,Physics,C,Chemistry,C,-0.6,14022,Kegalle,49,S,B,S,A,3,5,4,5,5,5,4,3,5,4,4,4,,,,No,No
2023,Arts,Economics,S,Political Science,C,History of Modern World,A,1.137,15098,Kandy,75,F,F,A,B,4,4,1,2,5,3,1,5,4,1,1,3,ARTS,UNIVERSITY OF PERADENIYA,019B,No,Yes
2023,Technology,Engineering Technology,B,ICT,C,Science for Technology,A,0.293,12370,Galle,54,S,A,B,B,5,4,1,3,3,2,2,4,1,1,5,3,,,,No,No
2023,Physical Science,Combined Mathematics,F,Physics,C,Chemistry,C,1.389,12463,Batticaloa,71,F,B,B,F,4,4,4,2,3,1,5,5,4,4,2,4,MANAGEMENT,UNIVERSITY OF SRI JAYEWARDENEPURA,016C,No,Yes
2023,Commerce,Accounting,C,Business Studies,F,Business Statistics,F,2.103,3000,Ratnapura,50,A,F,C,F,1,5,1,2,5,5,5,1,5,5,2,4,MUSIC,UNIVERSITY OF THE VISUAL & PERFORMING ARTS,068Z,Yes,Yes
2023,Technology,Engineering Technology,F,ICT,A,Science for Technology,F,-0.232,721,Galle,70,B,B,F,S,1,5,5,3,4,5,1,4,1,3,4,2,,,,No,No
2023,Arts,Economics,A,Political Science,C,History of Modern World,B,-0.605,3354,Ampara,50,C,B,B,C,1,2,3,4,2,1,5,3,2,1,1,3,,,,No,No
2023,Arts,Economics,A,Political Science,A,History of Modern World,F,0.096,4063,Colombo,51,B,F,F,B,4,5,5,4,1,3,1,3,4,5,4,1,,,,No,No
2023,Arts,Economics,A,Political Science,S,History of Modern World,F,-0.909,18255,Anuradhapura,66,A,B,F,B,3,5,4,4,1,5,2,2,3,5,2,2,,,,No,No
2023,Technology,Engineering Technology,F,ICT,F,Science for Technology,C,-0.812,15325,Ratnapura,64,C,B,A,A,4,3,5,3,4,3,2,5,5,3,1,2,,,,No,No
2023,Technology,Engineering Technology,C,ICT,B,Science for Technology,B,-0.471,4676,Monaragala,62,C,S,B,F,5,3,3,3,4,3,2,3,3,2,4,5,,,,No,No
2023,Commerce,Accounting,A,Business Studies,S,Business Statistics,S,-0.978,15714,Colombo,73,A,B,S,F,4,4,5,1,1,5,1,4,1,3,4,5,,,,No,No
2023,Commerce,Accounting,B,Business Studies,F,Business Statistics,F,3.144,15261,Matara,74,B,S,A,B,1,3,3,2,1,5,3,2,2,4,3,1,ENGINEERING,UNIVERSITY OF MORATUWA,008G,No,Yes
2023,Commerce,Accounting,C,Business Studies,S,Business Statistics,S,-0.957,13078,Gampaha,72,C,F,F,S,2,5,2,5,5,5,2,1,5,2,1,2,,,,No,No
2023,Commerce,Accounting,F,Business Studies,F,Business Statistics,F,2.074,6386,Ratnapura,66,A,F,F,C,5,4,1,4,1,3,4,4,3,1,5,4,MANAGEMENT,UNIVERSITY OF SRI JAYEWARDENEPURA,016C,No,Yes
2023,Arts,Economics,B,Political Science,S,History of Modern World,F,-0.044,9207,Kegalle,58,F,S,C,A,4,2,3,1,5,1,2,4,1,2,2,2,,,,No,No
2023,Commerce,Accounting,B,Business Studies,S,Business Statistics,A,1.028,887,Anuradhapura,70,C,C,B,A,4,2,3,1,3,5,2,1,5,5,4,1,SPORTS SCIENCE & MANAGEMENT,UNIVERSITY OF KELANIYA,082D,Yes,Yes
2023,Arts,Economics,C,Political Science,A,History of Modern World,A,-0.847,10365,Kegalle,72,A,B,A,S,1,3,5,4,1,1,1,5,1,3,4,4,,,,No,No
2023,Physical Science,Combined Mathematics,S,Physics,C,Chemistry,F,2.32,447,Batticaloa,57,S,S,F,F,1,3,1,4,5,3,5,2,1,1,1,5,ENGINEERING TECHNOLOGY (ET),UNIVERSITY OF RUHUNA,102F,No,Yes
2023,Physical Science,Combined Mathematics,C,Physics,F,Chemistry,F,-0.458,16775,Galle,56,S,S,F,S,2,2,2,1,1,2,3,5,4,5,3,3,,,,No,No
2023,Technology,Engineering Technology,F,ICT,S,Science for Technology,A,0.309,11336,Galle,56,A,F,F,B,1,2,5,5,1,4,3,2,2,2,1,3,,,,No,No
2023,Biological Science,Biology,S,Chemistry,S,Physics,F,1.531,19053,Anuradhapura,75,C,F,C,S,3,2,1,4,1,4,2,1,2,2,4,5,MANAGEMENT,UNIVERSITY OF SRI JAYEWARDENEPURA,016C,No,Yes
2023,Biological Science,Biology,B,Chemistry,S,Physics,F,0.405,12417,Kurunegala,57,B,A,C,A,1,3,1,5,1,2,3,4,2,5,3,1,MUSIC,UNIVERSITY OF THE VISUAL & PERFORMING ARTS,068Z,Yes,Yes
2023,Physical Science,Combined Mathematics,A,Physics,B,Chemistry,B,0.113,5810,Matara,72,F,B,B,B,1,2,3,1,1,2,4,1,3,2,3,4,,,,No,No
2023,Biological Science,Biology,B,Chemistry,B,Physics,A,1.226,14312,Kegalle,67,A,A,B,B,2,2,5,4,3,3,5,4,2,1,5,5,SPORTS SCIENCE & MANAGEMENT,UNIVERSITY OF KELANIYA,082D,Yes,Yes
2023,Biological Science,Biology,F,Chemistry,B,Physics,A,0.051,9277,Ratnapura,49,F,F,S,B,1,4,5,1,2,5,4,5,3,4,5,4,,,,No,No
2023,Biological Science,Biology,B,Chemistry,B,Physics,S,2.018,15624,Galle,63,S,F,A,B,2,2,4,2,4,2,3,4,4,5,2,3,ARTS,UNIVERSITY OF PERADENIYA,019B,No,Yes
2023,Commerce,Accounting,C,Business Studies,A,Business Statistics,A,0.879,7642,Anuradhapura,46,S,F,F,C,4,4,4,4,4,3,4,3,3,4,1,2,MANAGEMENT,UNIVERSITY OF SRI JAYEWARDENEPURA,016C,No,Yes
2023,Arts,Economics,B,Political Science,S,History of Modern World,B,-0.641,16541,Ampara,62,A,C,B,A,1,1,3,1,5,2,3,2,3,3,3,3,,,,No,No
2023,Biological Science,Biology,S,Chemistry,F,Physics,F,2.172,17897,Kegalle,53,A,C,C,C,4,4,5,1,4,5,2,4,2,2,2,4,MUSIC,UNIVERSITY OF THE VISUAL & PERFORMING ARTS,068Z,Yes,Yes
2023,Biological Science,Biology,C,Chemistry,S,Physics,S,2.047,11262,Badulla,47,C,B,S,S,2,4,4,5,1,3,2,5,2,3,1,4,ARTS,UNIVERSITY OF PERADENIYA,019B,No,Yes
2023,Commerce,Accounting,B,Business Studies,C,Business Statistics,S,0.707,17716,Galle,55,F,A,F,A,2,2,3,5,5,5,5,4,4,2,4,1,SPORTS SCIENCE & MANAGEMENT,UNIVERSITY OF KELANIYA,082D,Yes,Yes
2023,Technology,Engineering Technology,B,ICT,C,Science for Technology,B,3.052,10082,Gampaha,50,A,F,B,A,5,4,1,2,2,1,4,3,2,2,3,5,MUSIC,UNIVERSITY OF THE VISUAL & PERFORMING ARTS,068Z,Yes,Yes
2023,Physical Science,Combined Mathematics,C,Physics,B,Chemistry,A,0.385,12915,Kandy,48,B,F,S,S,1,4,2,2,2,3,4,4,2,5,5,3,ARTS,UNIVERSITY OF PERADENIYA,019B,No,Yes
2023,Technology,Engineering Technology,B,ICT,S,Science for Technology,C,-0.14,4775,Batticaloa,47,S,F,B,F,3,5,4,4,4,5,1,1,3,4,3,3,,,,No,No
2023,Arts,Economics,S,Political Science,F,History of Modern World,A,0.059,14258,Batticaloa,57,B,F,A,S,1,2,2,3,5,3,1,2,4,4,5,1,,,,No,No
2023,Commerce,Accounting,A,Business Studies,A,Business Statistics,S,0.382,5501,Galle,51,F,A,S,A,1,4,4,3,4,2,4,1,1,3,1,2,ARTS,UNIVERSITY OF PERADENIYA,019B,No,Yes
2023,Commerce,Accounting,S,Business Studies,C,Business Statistics,C,-0.64,8039,Monaragala,75,S,B,S,C,2,2,1,5,1,2,3,1,5,4,2,1,,,,No,No
2023,Physical Science,Combined Mathematics,S,Physics,A,Chemistry,B,-0.077,1228,Kegalle,66,F,B,S,A,5,1,4,3,4,1,5,1,1,4,2,2,,,,No,No
2023,Commerce,Accounting,F,Business Studies,A,Business Statistics,A,-0.87,577,Matara,71,B,A,B,A,2,2,1,4,5,1,3,3,5,2,5,2,,,,No,No
2023,Technology,Engineering Technology,B,ICT,C,Science for Technology,B,-0.542,10696,Kandy,45,S,C,A,S,2,4,2,1,3,5,3,1,1,2,4,3,,,,No,No
2023,Technology,Engineering Technology,C,ICT,F,Science for Technology,S,2.335,18751,Kandy,53,A,F,C,S,2,3,2,3,4,1,3,1,5,5,4,4,SPORTS SCIENCE & MANAGEMENT,UNIVERSITY OF KELANIYA,082D,Yes,Yes
2023,Technology,Engineering Technology,S,ICT,B,Science for Technology,C,3.163,795,Anuradhapura,69,A,C,B,S,2,5,1,1,2,3,4,3,2,2,4,2,MEDICINE,UNIVERSITY OF COLOMBO,001A,No,Yes
2023,Physical Science,Combined Mathematics,B,Physics,S,Chemistry,F,0.876,4499,Galle,55,A,F,S,C,1,2,3,3,2,2,5,1,2,2,5,4,MANAGEMENT,UNIVERSITY OF SRI JAYEWARDENEPURA,016C,No,Yes
2023,Technology,Engineering Technology,B,ICT,C,Science for Technology,A,2.666,6406,Colombo,65,B,B,B,A,2,5,5,2,2,5,1,4,4,3,2,2,ENGINEERING,UNIVERSITY OF MORATUWA,008G,No,Yes
2023,Biological Science,Biology,C,Chemistry,S,Physics,B,1.433,6699,Galle,72,S,A,C,S,4,2,4,4,4,5,5,4,2,4,1,4,MUSIC,UNIVERSITY OF THE VISUAL & PERFORMING ARTS,068Z,Yes,Yes
2023,Arts,Economics,F,Political Science,S,History of Modern World,F,1.512,18215,Monaragala,50,C,S,S,C,4,3,4,5,5,4,1,3,2,4,2,2,MEDICINE,UNIVERSITY OF COLOMBO,001A,No,Yes
2023,Biological Science,Biology,A,Chemistry,F,Physics,S,0.585,13725,Jaffna,68,C,S,S,C,5,1,4,1,1,4,5,2,2,4,3,3,ARTS,UNIVERSITY OF PERADENIYA,019B,No,Yes
2023,Technology,Engineering Technology,S,ICT,S,Science for Technology,B,-0.745,12726,Kegalle,58,B,B,S,A,3,1,2,3,5,4,2,3,2,5,5,2,,,,No,No
2023,Physical Science,Combined Mathematics,A,Physics,A,Chemistry,S,0.627,19307,Kegalle,47,F,B,S,B,4,3,3,5,5,4,5,3,4,1,1,5,MUSIC,UNIVERSITY OF THE VISUAL & PERFORMING ARTS,068Z,Yes,Yes
2023,Commerce,Accounting,F,Business Studies,B,Business Statistics,B,2.155,10195,Colombo,50,S,A,A,A,4,5,4,3,4,2,2,3,2,2,2,4,MUSIC,UNIVERSITY OF THE VISUAL & PERFORMING ARTS,068Z,Yes,Yes
2023,Biological Science,Biology,C,Chemistry,A,Physics,C,-0.094,6684,Colombo,68,B,B,C,S,4,5,1,2,1,3,1,4,1,3,1,3,,,,No,No
2023,Physical Science,Combined Mathematics,C,Physics,C,Chemistry,S,-0.564,2100,Galle,69,A,F,A,A,2,5,1,4,5,5,3,4,4,3,5,4,,,,No,No
2023,Commerce,Accounting,B,Business Studies,F,Business Statistics,F,2.443,13157,Jaffna,64,A,C,C,A,1,4,4,2,1,5,1,5,3,2,3,4,MANAGEMENT,UNIVERSITY OF SRI JAYEWARDENEPURA,016C,No,Yes
2023,Technology,Engineering Technology,S,ICT,F,Science for Technology,C,1.785,10657,Colombo,65,C,A,C,S,2,5,4,4,5,1,3,4,4,1,4,3,ENGINEERING,UNIVERSITY OF MORATUWA,008G,No,Yes
2023,Technology,Engineering Technology,A,ICT,A,Science for Technology,C,1.414,16635,Colombo,49,S,A,C,F,4,2,4,1,4,5,2,2,2,2,1,1,SPORTS SCIENCE & MANAGEMENT,UNIVERSITY OF KELANIYA,082D,Yes,Yes
2023,Arts,Economics,F,Political Science,A,History of Modern World,F,0.384,9286,Kurunegala,68,C,S,A,B,5,4,1,3,2,5,5,1,3,4,4,5,ARTS,UNIVERSITY OF PERADENIYA,019B,No,Yes
2023,Arts,Economics,F,Political Science,B,History of Modern World,A,-0.619,3020,Matara,68,F,B,A,F,3,2,3,4,5,1,3,1,5,5,2,4,,,,No,No
2023,Arts,Economics,B,Political Science,B,History of Modern World,S,2.358,19813,Anuradhapura,52,A,S,A,F,4,3,2,3,2,4,4,2,5,3,2,1,ENGINEERING TECHNOLOGY (ET),UNIVERSITY OF RUHUNA,102F,No,Yes
2023,Technology,Engineering Technology,B,ICT,C,Science for Technology,S,0.161,18907,Batticaloa,65,B,S,C,S,1,3,2,2,2,1,2,4,4,3,2,1,,,,No,No
2023,Technology,Engineering Technology,B,ICT,C,Science for Technology,C,0.476,12914,Gampaha,61,C,C,B,F,4,1,2,3,5,1,3,4,2,5,2,4,ARTS,UNIVERSITY OF PERADENIYA,019B,No,Yes
2023,Arts,Economics,B,Political Science,A,History of Modern World,B,2.155,399,Matara,68,F,A,B,S,4,2,1,1,3,4,2,1,1,5,3,5,MUSIC,UNIVERSITY OF THE VISUAL & PERFORMING ARTS,068Z,Yes,Yes
2023,Arts,Economics,F,Political Science,S,History of Modern World,C,-0.844,7992,Jaffna,60,C,F,B,S,1,4,4,3,4,3,1,1,1,1,1,4,,,,No,No
2023,Technology,Engineering Technology,B,ICT,C,Science for Technology,F,1.026,3198,Badulla,63,B,S,S,S,3,5,2,1,3,1,5,2,4,1,4,5,MUSIC,UNIVERSITY OF THE VISUAL & PERFORMING ARTS,068Z,Yes,Yes
2023,Technology,Engineering Technology,S,ICT,C,Science for Technology,A,2.528,4166,Badulla,69,B,A,B,F,2,1,5,4,3,1,1,2,5,2,2,1,ENGINEERING TECHNOLOGY (ET),UNIVERSITY OF RUHUNA,102F,No,Yes
2023,Technology,Engineering Technology,B,ICT,S,Science for Technology,A,-0.463,9883,Matara,75,F,B,S,A,2,3,1,5,3,5,4,2,5,4,3,5,,,,No,No
2023,Commerce,Accounting,S,Business Studies,C,Business Statistics,S,1.795,7869,Colombo,51,B,C,B,B,5,5,2,5,3,3,2,5,4,1,5,3,ENGINEERING,UNIVERSITY OF MORATUWA,008G,No,Yes
2023,Commerce,Accounting,B,Business Studies,F,Business Statistics,C,-0.637,8428,Polonnaruwa,58,B,F,B,A,3,2,3,5,5,5,2,4,2,3,4,4,,,,No,No
2023,Physical Science,Combined Mathematics,F,Physics,B,Chemistry,B,1.245,18068,Jaffna,47,C,A,C,C,3,2,2,3,1,1,4,2,4,1,1,2,MUSIC,UNIVERSITY OF THE VISUAL & PERFORMING ARTS,068Z,Yes,Yes
2023,Technology,Engineering Technology,S,ICT,B,Science for Technology,F,1.069,11532,Monaragala,63,C,F,C,F,1,1,2,3,4,2,3,5,5,5,4,4,ENGINEERING TECHNOLOGY (ET),UNIVERSITY OF RUHUNA,102F,No,Yes
2023,Technology,Engineering Technology,A,ICT,A,Science for Technology,C,-0.334,4240,Kandy,57,F,C,A,C,2,5,4,4,2,4,3,4,5,3,3,4,,,,No,No
2023,Technology,Engineering Technology,F,ICT,F,Science for Technology,F,0.294,2948,Galle,58,C,A,A,A,2,1,2,5,1,1,3,5,4,1,4,5,,,,No,No
2023,Biological Science,Biology,C,Chemistry,C,Physics,F,2.742,4185,Jaffna,45,F,B,A,S,5,3,2,5,5,1,5,4,2,5,2,2,MUSIC,UNIVERSITY OF THE VISUAL & PERFORMING ARTS,068Z,Yes,Yes
2023,Physical Science,Combined Mathematics,B,Physics,A,Chemistry,B,-0.773,16336,Jaffna,50,C,A,C,B,5,1,3,3,4,3,3,2,1,5,4,2,,,,No,No
2023,Commerce,Accounting,F,Business Studies,F,Business Statistics,C,2.764,16099,Colombo,56,A,F,S,C,3,3,1,1,3,2,4,3,1,1,4,4,ARTS,UNIVERSITY OF PERADENIYA,019B,No,Yes
2023,Biological Science,Biology,A,Chemistry,C,Physics,A,-0.467,16071,Colombo,49,C,B,S,S,3,3,3,4,2,5,3,1,4,4,2,2,,,,No,No
2023,Commerce,Accounting,S,Business Studies,A,Business Statistics,F,1.991,6311,Galle,46,B,S,S,C,1,2,2,4,3,1,4,4,5,4,2,3,ENGINEERING,UNIVERSITY OF MORATUWA,008G,No,Yes
2023,Arts,Economics,C,Political Science,F,History of Modern World,F,0.646,3634,Badulla,45,B,B,C,F,1,2,1,3,4,5,1,4,4,3,3,4,ENGINEERING,UNIVERSITY OF MORATUWA,008G,No,Yes
2023,Physical Science,Combined Mathematics,S,Physics,B,Chemistry,A,1.16,9312,Badulla,48,C,B,S,B,4,1,5,5,2,2,5,2,2,1,2,4,MEDICINE,UNIVERSITY OF COLOMBO,001A,No,Yes
2023,Physical Science,Combined Mathematics,B,Physics,A,Chemistry,A,-0.913,6641,Gampaha,72,A,S,S,F,3,2,2,3,4,4,1,5,4,1,3,1,,,,No,No
2023,Commerce,Accounting,B,Business Studies,F,Business Statistics,S,0.05,1658,Kandy,46,A,A,C,B,3,4,3,5,1,4,2,3,4,3,3,3,,,,No,No
2023,Physical Science,Combined Mathematics,A,Physics,A,Chemistry,C,2.632,11915,Monaragala,70,C,F,F,F,3,2,3,2,5,4,1,1,2,5,1,1,MANAGEMENT,UNIVERSITY OF SRI JAYEWARDENEPURA,016C,No,Yes
2023,Technology,Engineering Technology,F,ICT,F,Science for Technology,F,-0.177,14706,Kegalle,48,A,F,F,C,3,4,2,5,2,1,2,2,4,5,3,5,,,,No,No
2023,Commerce,Accounting,F,Business Studies,C,Business Statistics,S,2.838,15921,Jaffna,61,F,A,B,F,3,2,3,1,5,1,2,4,4,5,5,1,ENGINEERING,UNIVERSITY OF MORATUWA,008G,No,Yes
2023,Biological Science,Biology,C,Chemistry,C,Physics,C,0.652,8996,Kurunegala,50,A,B,F,B,5,1,5,4,5,5,3,3,2,3,3,5,ENGINEERING TECHNOLOGY (ET),UNIVERSITY OF RUHUNA,102F,No,Yes
2023,Physical Science,Combined Mathematics,A,Physics,A,Chemistry,B,-0.823,4954,Kegalle,53,B,C,A,B,2,5,1,1,3,5,3,3,1,5,3,2,,,,No,No
2023,Arts,Economics,F,Political Science,B,History of Modern World,F,1.641,11748,Kurunegala,68,C,B,C,A,5,5,1,4,3,5,5,2,4,2,3,3,ENGINEERING,UNIVERSITY OF MORATUWA,008G,No,Yes
2023,Biological Science,Biology,C,Chemistry,F,Physics,S,-0.333,7693,Monaragala,68,S,C,B,S,1,4,2,4,2,2,2,5,4,2,3,1,,,,No,No
2023,Commerce,Accounting,A,Business Studies,A,Business Statistics,B,1.565,4802,Gampaha,58,B,S,S,A,5,2,1,5,1,4,4,1,1,1,1,2,ENGINEERING,UNIVERSITY OF MORATUWA,008G,No,Yes
2023,Biological Science,Biology,S,Chemistry,B,Physics,F,1.531,407,Badulla,48,F,C,A,B,2,4,5,4,2,3,3,4,2,2,1,5,SPORTS SCIENCE & MANAGEMENT,UNIVERSITY OF KELANIYA,082D,Yes,Yes
2023,Commerce,Accounting,S,Business Studies,A,Business Statistics,F,-0.555,9823,Gampaha,61,S,B,A,B,1,2,4,4,2,3,3,2,4,1,4,2,,,,No,No
2023,Physical Science,Combined Mathematics,B,Physics,F,Chemistry,B,-0.667,11035,Gampaha,56,A,A,F,B,2,4,5,3,5,2,4,2,3,5,3,3,,,,No,No
2023,Physical Science,Combined Mathematics,B,Physics,C,Chemistry,B,0.127,2602,Badulla,45,B,B,C,B,4,4,4,1,1,5,4,3,2,1,3,2,,,,No,No
2023,Biological Science,Biology,S,Chemistry,B,Physics,C,1.034,19817,Badulla,65,C,B,B,S,4,5,4,5,5,4,5,5,2,4,1,5,ARTS,UNIVERSITY OF PERADENIYA,019B,No,Yes
2023,Arts,Economics,C,Political Science,S,History of Modern World,F,-0.066,2959,Kurunegala,56,A,B,A,C,5,4,2,1,1,3,3,2,3,4,2,5,,,,No,No
2023,Arts,Economics,B,Political Science,F,History of Modern World,A,-0.408,4788,Jaffna,68,A,S,C,A,1,5,1,4,5,2,1,2,3,2,1,2,,,,No,No
2023,Physical Science,Combined Mathematics,A,Physics,F,Chemistry,C,2.227,4691,Monaragala,61,C,S,S,C,4,1,3,1,2,1,1,5,2,5,2,1,ARTS,UNIVERSITY OF PERADENIYA,019B,No,Yes
2023,Arts,Economics,F,Political Science,S,History of Modern World,F,1.34,8555,Kegalle,63,F,C,B,S,2,3,1,5,4,2,2,4,5,1,2,4,SPORTS SCIENCE & MANAGEMENT,UNIVERSITY OF KELANIYA,082D,Yes,Yes
2023,Biological Science,Biology,F,Chemistry,F,Physics,S,-0.663,15449,Batticaloa,55,S,S,B,A,3,4,2,3,1,1,1,3,5,3,1,2,,,,No,No
2023,Commerce,Accounting,A,Business Studies,A,Business Statistics,B,-0.941,10229,Kurunegala,62,B,A,B,C,1,5,5,1,5,4,1,1,3,1,3,1,,,,No,No
2023,Commerce,Accounting,S,Business Studies,F,Business Statistics,C,0.333,11760,Kandy,67,A,C,S,F,1,5,2,1,5,4,4,5,1,3,2,2,ARTS,UNIVERSITY OF PERADENIYA,019B,No,Yes
2023,Arts,Economics,A,Political Science,S,History of Modern World,F,-0.015,7166,Badulla,66,B,B,F,F,5,5,3,4,2,3,3,3,5,4,1,4,,,,No,No
2023,Biological Science,Biology,B,Chemistry,S,Physics,A,-0.347,16402,Gampaha,70,A,B,C,F,1,4,1,4,3,2,3,2,1,3,5,3,,,,No,No
2023,Commerce,Accounting,A,Business Studies,A,Business Statistics,S,0.096,15607,Galle,69,S,B,A,F,4,1,3,3,4,4,5,2,4,3,5,5,,,,No,No
2023,Commerce,Accounting,B,Business Studies,S,Business Statistics,C,0.117,1498,Anuradhapura,65,A,B,F,A,2,1,3,4,2,5,4,1,2,4,4,1,,,,No,No
2023,Commerce,Accounting,C,Business Studies,S,Business Statistics,F,0.965,6007,Monaragala,48,S,S,B,S,3,1,3,3,5,4,2,4,1,3,4,1,ENGINEERING,UNIVERSITY OF MORATUWA,008G,No,Yes
2023,Technology,Engineering Technology,A,ICT,C,Science for Technology,S,0.357,19796,Badulla,57,A,C,S,S,2,1,2,1,4,3,3,2,1,2,1,3,ENGINEERING,UNIVERSITY OF MORATUWA,008G,No,Yes
2023,Arts,Economics,A,Political Science,F,History of Modern World,C,0.775,8601,Kandy,71,A,A,S,C,3,2,2,3,4,4,4,5,2,4,3,5,MEDICINE,UNIVERSITY OF COLOMBO,001A,No,Yes
2023,Arts,Economics,F,Political Science,C,History of Modern World,F,-0.153,19055,Anuradhapura,49,C,C,A,B,4,2,4,3,1,4,3,5,1,4,2,4,,,,No,No
2023,Technology,Engineering Technology,A,ICT,B,Science for Technology,F,0.777,5542,Anuradhapura,57,B,C,B,B,5,1,3,3,1,3,3,5,1,4,4,4,ENGINEERING TECHNOLOGY (ET),UNIVERSITY OF RUHUNA,102F,No,Yes
2023,Arts,Economics,B,Political Science,F,History of Modern World,C,3.103,3815,Kegalle,50,S,S,C,B,5,5,2,5,4,4,3,4,3,5,1,1,MANAGEMENT,UNIVERSITY OF SRI JAYEWARDENEPURA,016C,No,Yes
2023,Physical Science,Combined Mathematics,A,Physics,A,Chemistry,F,-0.552,17949,Gampaha,65,S,F,F,A,3,4,2,2,4,5,4,1,2,4,1,3,,,,No,No
2023,Arts,Economics,C,Political Science,F,History of Modern World,S,2.125,12376,Badulla,52,F,C,C,C,3,4,2,1,4,1,1,1,2,3,5,5,ENGINEERING,UNIVERSITY OF MORATUWA,008G,No,Yes
2023,Commerce,Accounting,B,Business Studies,F,Business Statistics,F,0.028,12924,Kurunegala,64,S,A,F,S,2,4,2,4,3,5,2,4,2,1,2,5,,,,No,No
2023,Physical Science,Combined Mathematics,S,Physics,S,Chemistry,F,1.647,18217,Kandy,75,C,B,A,A,1,4,1,5,2,1,5,5,1,5,4,1,MANAGEMENT,UNIVERSITY OF SRI JAYEWARDENEPURA,016C,No,Yes
2023,Biological Science,Biology,F,Chemistry,S,Physics,S,-0.204,7366,Galle,51,F,B,S,C,1,3,1,2,1,5,1,1,4,5,1,1,,,,No,No
2023,Biological Science,Biology,B,Chemistry,F,Physics,A,1.088,6914,Jaffna,48,S,A,S,A,4,1,2,4,4,3,4,2,2,3,1,2,MANAGEMENT,UNIVERSITY OF SRI JAYEWARDENEPURA,016C,No,Yes
2023,Technology,Engineering Technology,S,ICT,F,Science for Technology,A,0.452,15956,Anuradhapura,64,F,A,B,F,3,1,2,5,1,5,1,5,5,2,2,3,MANAGEMENT,UNIVERSITY OF SRI JAYEWARDENEPURA,016C,No,Yes
2023,Physical Science,Combined Mathematics,F,Physics,A,Chemistry,A,-0.637,4247,Galle,53,S,B,A,C,5,3,4,4,4,5,4,2,3,2,2,3,,,,No,No
2023,Arts,Economics,A,Political Science,S,History of Modern World,C,-0.291,6844,Monaragala,60,S,S,S,F,3,3,5,1,5,4,4,2,5,3,3,1,,,,No,No
2023,Arts,Economics,A,Political Science,A,History of Modern World,C,1.477,19888,Ratnapura,73,F,C,S,A,1,2,3,4,2,3,2,1,2,3,3,2,MANAGEMENT,UNIVERSITY OF SRI JAYEWARDENEPURA,016C,No,Yes
2023,Commerce,Accounting,A,Business Studies,B,Business Statistics,A,0.394,18694,Badulla,55,B,F,A,S,3,5,2,5,2,1,5,3,5,1,5,4,ARTS,UNIVERSITY OF PERADENIYA,019B,No,Yes
2023,Arts,Economics,B,Political Science,B,History of Modern World,A,2.384,1633,Galle,58,A,A,S,B,5,3,5,4,2,5,1,3,1,5,1,4,ARTS,UNIVERSITY OF PERADENIYA,019B,No,Yes
2023,Commerce,Accounting,A,Business Studies,F,Business Statistics,A,1.253,1381,Matara,65,A,A,S,A,4,3,3,3,3,4,1,5,3,4,5,1,ENGINEERING TECHNOLOGY (ET),UNIVERSITY OF RUHUNA,102F,No,Yes
2023,Arts,Economics,B,Political Science,F,History of Modern World,C,1.705,12352,Anuradhapura,48,A,B,A,A,2,1,3,4,2,2,1,2,3,5,1,1,ENGINEERING,UNIVERSITY OF MORATUWA,008G,No,Yes
2023,Commerce,Accounting,F,Business Studies,A,Business Statistics,A,0.291,8741,Matara,67,F,S,C,B,2,5,4,1,2,3,2,5,4,4,1,5,,,,No,No
2023,Technology,Engineering Technology,B,ICT,C,Science for Technology,C,0.191,15917,Kurunegala,47,C,C,A,C,5,2,2,1,1,4,1,2,1,2,4,4,,,,No,No
